congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2
116,House,20920,2,1.0,ME,100,,,"PINGREE, Chellie",P000597,1955,,-0.42,-0.374,-17.77013,0.97803,800,8,,-0.427,-0.328
116,House,21923,2,2.0,ME,100,,,"GOLDEN, Jared",G000592,1982,,-0.118,0.372,-175.24979,0.80566,811,65,,-0.123,0.367
116,House,14873,52,5.0,MD,100,,,"HOYER, Steny Hamilton",H000874,1939,,-0.38,0.119,-16.4788,0.97954,797,3,,-0.383,0.155
116,House,15433,52,7.0,MD,100,,,"MFUME, Kweisi",M000687,1948,,-0.445,-0.402,-1.64992,0.98668,123,0,,-0.588,-0.04
116,House,20329,52,2.0,MD,100,,,"RUPPERSBERGER, C. A. (Dutch)",R000576,1946,,-0.296,0.131,-24.19806,0.97017,799,6,,-0.294,0.017
116,House,20724,52,3.0,MD,100,,,"SARBANES, John",S001168,1962,,-0.466,-0.074,-16.36035,0.97996,808,6,,-0.416,-0.084
116,House,21139,52,1.0,MD,200,,,"HARRIS, Andy",H001052,1957,,0.673,-0.396,-145.03753,0.83266,792,58,,0.749,-0.398
116,House,21707,52,4.0,MD,100,,,"BROWN, Anthony Gregory",B001304,1961,,-0.344,-0.063,-35.44179,0.95672,801,13,,-0.307,-0.065
116,House,21741,52,8.0,MD,100,,,"RASKIN, Jamie Ben",R000606,1962,,-0.535,-0.262,-17.9597,0.97799,807,7,,-0.486,-0.544
116,House,21978,52,6.0,MD,100,,,"TRONE, David",T000483,1955,,-0.278,0.155,-31.69343,0.96087,794,6,,-0.268,-0.038
116,House,29587,52,7.0,MD,100,,,"CUMMINGS, Elijah Eugene",C000984,1951,2019.0,-0.438,-0.148,-14.38346,0.96718,431,7,,-0.385,-0.096
116,House,15616,3,1.0,MA,100,,,"NEAL, Richard Edmund",N000015,1949,,-0.417,-0.106,-11.38391,0.98584,798,3,,-0.432,-0.087
116,House,20119,3,8.0,MA,100,,,"LYNCH, Stephen F.",L000562,1955,,-0.349,0.038,-32.88784,0.95992,804,10,,-0.302,-0.029
116,House,21140,3,9.0,MA,100,,,"KEATING, William R.",K000375,1952,,-0.33,-0.116,-30.39031,0.96259,797,10,,-0.367,0.01
116,House,21335,3,4.0,MA,100,,,"KENNEDY, Joseph P. III",K000379,1980,,-0.421,-0.206,-25.62281,0.96844,799,11,,-0.444,-0.619
116,House,21375,3,5.0,MA,100,,,"CLARK, Katherine M.",C001101,1963,,-0.481,-0.351,-15.84966,0.98043,802,5,,-0.425,-0.265
116,House,21525,3,6.0,MA,100,,,"MOULTON, Seth",M001196,1978,,-0.281,-0.057,-70.19086,0.90748,723,27,,-0.231,0.185
116,House,21955,3,7.0,MA,100,,,"PRESSLEY, Ayanna",P000617,1974,,-0.332,-0.943,-43.76376,0.94683,801,24,,-0.29,-0.957
116,House,21977,3,3.0,MA,100,,,"TRAHAN, Lori",T000482,1973,,-0.436,-0.113,-19.85444,0.97582,811,6,,-0.472,-0.175
116,House,29729,3,2.0,MA,100,,,"McGOVERN, James P.",M000312,1959,,-0.538,-0.311,-19.11043,0.9766,807,9,,-0.462,-0.624
116,House,15446,23,6.0,MI,200,,,"UPTON, Frederick Stephen",U000031,1953,,0.32,-0.355,-192.31169,0.78773,806,92,,0.24,-0.044
116,House,20725,23,7.0,MI,200,,,"WALBERG, Tim",W000798,1951,,0.51,0.104,-100.08006,0.88241,800,38,,0.464,0.242
116,House,21142,23,2.0,MI,200,,,"HUIZENGA, Bill",H001058,1969,,0.555,-0.017,-146.08325,0.83117,790,55,,0.493,-0.034
116,House,21143,23,3.0,MI,200,,,"AMASH, Justin",A000367,1980,,0.654,-0.757,-172.05329,0.62734,369,65,,0.919,-0.395
116,House,21372,23,5.0,MI,100,,,"KILDEE, Dan",K000380,1958,,-0.389,-0.203,-17.95999,0.9781,811,6,,-0.489,-0.305
116,House,21526,23,4.0,MI,200,,,"MOOLENAAR, John",M001194,1961,,0.443,0.216,-79.90675,0.90595,809,30,,0.399,0.37
116,House,21529,23,12.0,MI,100,,,"DINGELL, Debbie",D000624,1953,,-0.406,-0.142,-21.49143,0.9732,791,9,,-0.396,-0.399
116,House,21530,23,14.0,MI,100,,,"LAWRENCE, Brenda L",L000581,1954,,-0.448,-0.039,-13.23385,0.98322,782,4,,-0.467,0.032
116,House,21704,23,1.0,MI,200,,,"BERGMAN, John",B001301,1947,,0.431,0.102,-131.61246,0.84725,794,62,,0.43,0.095
116,House,21737,23,10.0,MI,200,,,"MITCHELL, Paul",M001201,1961,,0.422,0.311,-106.11067,0.86741,746,43,,0.421,0.286
116,House,21940,23,9.0,MI,100,,,"LEVIN, Andy",L000592,1960,,-0.474,-0.563,-16.7619,0.97949,809,6,,-0.534,-0.549
116,House,21965,23,8.0,MI,100,,,"SLOTKIN, Elissa",S001208,1976,,-0.3,0.744,-101.74034,0.88196,810,41,,-0.3,0.776
116,House,21972,23,11.0,MI,100,,,"STEVENS, Haley",S001215,1983,,-0.345,0.284,-41.12659,0.95049,810,18,,-0.337,0.364
116,House,21975,23,13.0,MI,100,,,"TLAIB, Rashida",T000481,1976,,-0.262,-0.965,-47.90301,0.94223,805,22,,-0.255,-0.967
116,House,91143,23,3.0,MI,328,,,"AMASH, Justin",A000367,1980,,0.359,-0.933,-284.06688,0.51732,431,157,,0.358,-0.934
116,House,91737,23,10.0,MI,328,,,"MITCHELL, Paul",M001201,1961,,,,,,,,,-0.067,0.998
116,House,20122,33,4.0,MN,100,,,"McCOLLUM, Betty",M001143,1954,,-0.417,-0.184,-25.98926,0.96842,810,7,,-0.458,-0.078
116,House,21531,33,6.0,MN,200,,,"EMMER, Thomas Earl II",E000294,1961,,0.453,-0.055,-142.44259,0.82317,732,57,,0.489,-0.021
116,House,21910,33,2.0,MN,100,,,"CRAIG, Angela",C001119,1972,,-0.281,0.668,-77.6149,0.90873,811,25,,-0.311,0.708
116,House,21929,33,1.0,MN,200,,,"HAGEDORN, Jim",H001088,1962,2022.0,0.477,0.345,-78.28015,0.9069,801,35,,0.459,0.377
116,House,21950,33,5.0,MN,100,,,"OMAR, Ilhan",O000173,1982,,-0.293,-0.956,-55.4702,0.93118,778,26,,-0.278,-0.961
116,House,21953,33,3.0,MN,100,,,"PHILLIPS, Dean",P000616,1969,,-0.279,0.155,-50.667,0.93944,811,13,,-0.235,0.073
116,House,21969,33,8.0,MN,200,,,"STAUBER, Peter",S001212,1966,,0.346,-0.007,-147.68471,0.83181,802,68,,0.288,0.163
116,House,29127,33,7.0,MN,100,,,"PETERSON, Collin Clark",P000258,1944,,-0.148,0.712,-222.35446,0.75575,794,110,,-0.156,0.752
116,House,21148,46,4.0,MS,200,,,"PALAZZO, Steven",P000601,1970,,0.535,0.45,-91.96745,0.88617,761,45,,0.601,0.459
116,House,21561,46,1.0,MS,200,,,"KELLY, Trent",K000388,1966,,0.631,0.294,-84.92161,0.89869,795,36,,0.676,0.239
116,House,21927,46,3.0,MS,200,,,"GUEST, Michael",G000591,1970,,0.532,0.139,-98.95177,0.8831,796,43,,0.486,0.232
116,House,29368,46,2.0,MS,100,,,"THOMPSON, Bennie",T000193,1948,,-0.516,0.397,-24.44239,0.96942,787,10,,-0.553,0.224
116,House,20124,34,6.0,MO,200,,,"GRAVES, Samuel",G000546,1963,,0.442,0.198,-117.87124,0.86139,790,51,,0.518,0.4
116,House,20147,34,1.0,MO,100,,,"CLAY, William Lacy, Jr.",C001049,1956,,-0.481,-0.078,-19.15163,0.97562,776,8,,-0.586,0.04
116,House,20517,34,5.0,MO,100,,,"CLEAVER, Emanuel, II",C001061,1944,,-0.453,0.016,-36.05309,0.95455,775,13,,-0.453,0.003
116,House,20926,34,3.0,MO,200,,,"LUETKEMEYER, Blaine",L000569,1952,,0.445,0.259,-103.12197,0.8792,801,48,,0.391,0.459
116,House,21149,34,4.0,MO,200,,,"HARTZLER, Vicky",H001053,1960,,0.478,0.229,-120.92754,0.85873,794,44,,0.398,0.303
116,House,21150,34,7.0,MO,200,,,"LONG, Billy",L000576,1955,,0.544,0.244,-126.26261,0.85383,799,52,,0.552,0.02
116,House,21337,34,2.0,MO,200,,,"WAGNER, Ann",W000812,1962,,0.422,0.167,-134.62473,0.84259,786,58,,0.391,0.132
116,House,21373,34,8.0,MO,200,,,"SMITH, Jason",S001195,1980,,0.584,0.251,-100.287,0.88355,810,48,,0.582,0.107
116,House,21751,64,1.0,MT,200,,,"GIANFORTE, Greg",G000584,1961,,0.431,0.085,-99.53171,0.87089,720,40,,0.435,0.095
116,House,20518,35,1.0,NE,200,,,"FORTENBERRY, Jeff",F000449,1960,,0.304,-0.061,-163.1146,0.81323,789,72,,0.306,-0.034
116,House,20729,35,3.0,NE,200,,,"SMITH, Adrian",S001172,1970,,0.515,0.219,-104.68812,0.8782,806,45,,0.562,0.236
116,House,21701,35,2.0,NE,200,,,"BACON, Donald J.",B001298,1963,,0.345,-0.022,-189.1186,0.79063,805,91,,0.382,-0.102
116,House,20927,65,1.0,NV,100,,,"TITUS, Alice (Dina)",T000468,1950,,-0.303,-0.213,-20.59401,0.97424,789,8,,-0.374,-0.272
116,House,21196,65,2.0,NV,200,,,"AMODEI, Mark E.",A000369,1958,,0.383,0.195,-120.78731,0.85738,785,58,,0.399,0.238
116,House,21339,65,4.0,NV,100,,,"HORSFORD, Steven",H001066,1973,,-0.35,0.112,-48.06991,0.94189,803,21,,-0.393,0.331
116,House,21938,65,3.0,NV,100,,,"LEE, Susie",L000590,1966,,-0.266,0.347,-47.81543,0.94261,809,18,,-0.308,0.436
116,House,21340,4,2.0,NH,100,,,"KUSTER, Ann McLane",K000382,1956,,-0.259,-0.103,-27.59053,0.96602,798,8,,-0.332,0.092
116,House,21951,4,1.0,NH,100,,,"PAPPAS, Chris",P000614,1980,,-0.265,0.363,-54.46106,0.93497,810,23,,-0.299,0.322
116,House,14863,12,4.0,NJ,200,,,"SMITH, Christopher Henry",S000522,1953,,0.172,-0.165,-202.12156,0.77043,775,89,,0.2,-0.122
116,House,15454,12,6.0,NJ,100,,,"PALLONE, Frank, Jr.",P000034,1951,,-0.404,-0.171,-16.51611,0.97984,811,5,,-0.423,-0.382
116,House,20542,12,8.0,NJ,100,,,"SIRES, Albio",S001165,1951,,-0.404,0.098,-14.33639,0.98193,786,4,,-0.422,0.111
116,House,21536,12,1.0,NJ,100,,,"NORCROSS, Donald",N000188,1958,,-0.425,0.327,-28.44453,0.96515,802,7,,-0.395,-0.011
116,House,21538,12,12.0,NJ,100,,,"WATSON COLEMAN, Bonnie",W000822,1945,,-0.616,-0.177,-49.05431,0.94102,807,19,,-0.463,-0.159
116,House,21723,12,5.0,NJ,100,,,"GOTTHEIMER, Josh S.",G000583,1975,,-0.153,0.22,-105.01294,0.87798,807,50,,-0.171,0.456
116,House,21937,12,3.0,NJ,100,,,"KIM, Andy",K000394,1982,,-0.303,0.321,-56.13262,0.93313,811,21,,-0.273,0.398
116,House,21942,12,7.0,NJ,100,,,"MALINOWSKI, Tomaz",M001203,1965,,-0.272,0.121,-39.50926,0.95228,808,13,,-0.26,0.099
116,House,21964,12,11.0,NJ,100,,,"SHERRILL, Mikie",S001207,1972,,-0.208,0.269,-70.93712,0.91585,807,30,,-0.184,0.241
116,House,21980,12,2.0,NJ,100,,,"VAN DREW, Jefferson",V000133,1953,,-0.147,0.644,-89.13305,0.85956,589,37,,-0.147,0.643
116,House,29741,12,9.0,NJ,100,,,"PASCRELL, William J., Jr.",P000096,1937,,-0.367,-0.007,-23.37618,0.97134,804,6,,-0.353,-0.183
116,House,31103,12,10.0,NJ,100,,,"PAYNE, Donald, Jr.",P000604,1958,,-0.52,-0.109,-28.05385,0.96319,748,8,,-0.51,-0.028
116,House,91980,12,2.0,NJ,200,,,"VAN DREW, Jefferson",V000133,1953,,0.361,-0.509,-99.92002,0.60978,202,38,,0.179,-0.181
116,House,20932,66,3.0,NM,100,,,"LUJÁN, Ben Ray",L000570,1972,,-0.368,0.015,-25.92854,0.96842,808,13,,-0.31,-0.224
116,House,21928,66,1.0,NM,100,,,"HAALAND, Debra",H001080,1960,,-0.332,-0.233,-20.64652,0.97474,807,9,,-0.324,-0.226
116,House,21976,66,2.0,NM,100,,,"TORRES SMALL, Xochitl",T000484,1984,,-0.163,0.314,-99.88538,0.88358,807,42,,-0.163,0.314
116,House,15603,13,16.0,NY,100,,,"ENGEL, Eliot Lance",E000179,1947,,-0.408,-0.093,-23.72532,0.97078,800,9,,-0.45,-0.193
116,House,15612,13,17.0,NY,100,,,"LOWEY, Nita M.",L000480,1937,,-0.389,-0.152,-17.18646,0.97853,792,6,,-0.391,0.058
116,House,20519,13,26.0,NY,100,,,"HIGGINS, Brian",H001038,1959,,-0.349,-0.033,-18.2437,0.97751,802,7,,-0.385,-0.034
116,House,20733,13,9.0,NY,100,,,"CLARKE, Yvette Diane",C001067,1964,,-0.612,-0.225,-32.45444,0.96049,805,14,,-0.52,-0.623
116,House,20934,13,20.0,NY,100,,,"TONKO, Paul",T000469,1949,,-0.421,-0.263,-19.1189,0.97621,794,10,,-0.361,-0.405
116,House,21101,13,23.0,NY,200,,,"REED, Thomas W. II",R000585,1971,,0.269,0.12,-157.57663,0.81896,789,67,,0.238,0.182
116,House,21342,13,6.0,NY,100,,,"MENG, Grace",M001188,1975,,-0.377,-0.208,-60.09611,0.92737,797,26,,-0.281,-0.48
116,House,21343,13,8.0,NY,100,,,"JEFFRIES, Hakeem",J000294,1970,,-0.488,-0.092,-18.14962,0.97751,798,6,,-0.499,-0.124
116,House,21344,13,18.0,NY,100,,,"MALONEY, Sean Patrick",M001185,1966,,-0.239,0.114,-41.57777,0.9496,804,19,,-0.312,0.384
116,House,21345,13,27.0,NY,200,,,"COLLINS, Chris",C001092,1950,,0.357,0.236,-61.83374,0.87498,463,22,,0.328,0.316
116,House,21539,13,1.0,NY,200,,,"ZELDIN, Lee M",Z000017,1980,,0.397,-0.129,-168.93788,0.80942,799,75,,0.417,-0.145
116,House,21540,13,4.0,NY,100,,,"RICE, Kathleen Maura",R000602,1965,,-0.28,0.039,-53.88685,0.93358,784,25,,-0.273,0.232
116,House,21541,13,21.0,NY,200,,,"STEFANIK, Elise M",S001196,1984,,0.263,-0.031,-161.52736,0.81901,809,76,,0.231,-0.02
116,House,21542,13,24.0,NY,200,,,"KATKO, John",K000386,1962,,0.185,0.013,-151.17532,0.8234,778,59,,0.187,0.005
116,House,21715,13,13.0,NY,100,,,"ESPAILLAT, Adriano J.",E000297,1954,,-0.611,-0.23,-29.63492,0.96403,809,12,,-0.455,-0.629
116,House,21747,13,3.0,NY,100,,,"SUOZZI, Thomas",S001201,1962,,-0.219,0.087,-54.4867,0.93424,801,22,,-0.293,0.285
116,House,21761,13,25.0,NY,100,,,"MORELLE, Joseph D.",M001206,1957,,-0.356,0.179,-24.91031,0.96884,787,6,,-0.32,0.084
116,House,21904,13,22.0,NY,100,,,"BRINDISI, Anthony",B001308,1978,,-0.154,0.567,-136.69953,0.84418,807,45,,-0.154,0.568
116,House,21916,13,19.0,NY,100,,,"DELGADO, Antonio",D000630,1977,,-0.233,0.277,-59.37012,0.92941,811,17,,-0.216,0.2
116,House,21949,13,14.0,NY,100,,,"OCASIO-CORTEZ, Alexandria",O000172,1989,,-0.26,-0.966,-67.14866,0.91997,805,29,,-0.222,-0.975
116,House,21958,13,11.0,NY,100,,,"ROSE, Max",R000613,1986,,-0.176,0.269,-114.2671,0.86705,801,43,,-0.176,0.269
116,House,21990,13,27.0,NY,200,,,"JACOBS, Chris",J000020,1966,,0.306,0.049,-15.80369,0.8373,89,9,,0.327,-0.107
116,House,29134,13,15.0,NY,100,,,"SERRANO, José E.",S000248,1943,,-0.491,-0.377,-13.46589,0.98142,718,5,,-0.437,-0.311
116,House,29375,13,2.0,NY,200,,,"KING, Peter T.",K000210,1944,,0.259,-0.03,-156.98659,0.82121,797,57,,0.253,0.007
116,House,29377,13,10.0,NY,100,,,"NADLER, Jerrold Lewis",N000002,1947,,-0.508,-0.499,-18.31899,0.97705,789,7,,-0.544,-0.367
116,House,29378,13,7.0,NY,100,,,"VELÁZQUEZ, Nydia M.",V000081,1953,,-0.547,-0.343,-16.01008,0.98009,796,6,,-0.478,-0.58
116,House,29379,13,12.0,NY,100,,,"MALONEY, Carolyn Bosher",M000087,1946,,-0.387,-0.285,-21.73659,0.97346,808,9,,-0.416,-0.42
116,House,29776,13,5.0,NY,100,,,"MEEKS, Gregory W.",M001137,1953,,-0.414,-0.072,-18.49462,0.97624,769,7,,-0.528,0.065
116,House,15438,47,4.0,NC,100,,,"PRICE, David Eugene",P000523,1940,,-0.343,-0.03,-16.71297,0.9795,807,6,,-0.38,-0.117
116,House,20340,47,1.0,NC,100,,,"BUTTERFIELD, George Kenneth, Jr. (G.K.)",B001251,1947,,-0.404,0.184,-21.51918,0.97352,802,8,,-0.422,0.099
116,House,20521,47,5.0,NC,200,,,"FOXX, Virginia Ann",F000450,1943,,0.627,0.15,-134.41731,0.84426,794,58,,0.562,0.061
116,House,20522,47,10.0,NC,200,,,"McHENRY, Patrick T.",M001156,1975,,0.533,0.114,-148.46198,0.82041,750,58,,0.415,0.084
116,House,21346,47,8.0,NC,200,,,"HUDSON, Richard",H001067,1971,,0.534,0.16,-122.75309,0.84846,747,49,,0.481,0.111
116,House,21348,47,11.0,NC,200,,,"MEADOWS, Mark",M001187,1959,,0.605,-0.201,-132.76565,0.81396,645,60,,0.587,-0.209
116,House,21349,47,2.0,NC,200,,,"HOLDING, George E.B.",H001065,1968,,0.604,0.165,-81.25937,0.89069,702,33,,0.534,0.272
116,House,21543,47,6.0,NC,200,,,"WALKER, Bradley Mark",W000819,1969,,0.641,0.017,-80.78866,0.89115,701,33,,0.671,0.14
116,House,21544,47,7.0,NC,200,,,"ROUZER, David",R000603,1972,,0.561,0.205,-114.82892,0.86644,801,44,,0.544,0.116
116,House,21545,47,12.0,NC,100,,,"ADAMS, Alma",A000370,1946,,-0.467,0.025,-15.23015,0.98083,787,5,,-0.429,-0.061
116,House,21708,47,13.0,NC,200,,,"BUDD, Theodore Paul",B001305,1971,,0.634,-0.077,-115.48848,0.86463,794,52,,0.659,-0.132
116,House,21986,47,9.0,NC,200,,,"BISHOP, Dan",B001311,1964,,0.726,-0.297,-26.56789,0.91985,318,13,,0.858,0.058
116,House,21987,47,3.0,NC,200,,,"MURPHY, Gregory Francis",M001210,1963,,0.497,0.014,-49.21358,0.85948,325,21,,0.594,0.058
116,House,29546,47,3.0,NC,200,,,"JONES, Walter Beaman, Jr.",J000255,1943,2019.0,0.244,-0.362,,,,,,,
116,House,21901,36,1.0,ND,200,,,"ARMSTRONG, Kelly",A000377,1976,,0.471,-0.006,-134.99178,0.84201,785,61,,0.466,0.036
116,House,21996,95,0.0,MP,100,,,"SABLAN, Gregorio Kilili Camacho",S001177,1955,,-0.449,-0.021,-2.88894,0.98408,180,0,,-0.496,-0.205
116,House,15029,24,9.0,OH,100,,,"KAPTUR, Marcia Carolyn (Marcy)",K000009,1946,,-0.349,0.108,-24.54078,0.96941,790,7,,-0.432,0.277
116,House,20342,24,10.0,OH,200,,,"TURNER, Michael R.",T000463,1960,,0.275,0.216,-109.3588,0.87208,799,36,,0.307,0.259
116,House,20343,24,13.0,OH,100,,,"RYAN, Timothy J.",R000577,1973,,-0.402,0.208,-19.77598,0.97039,658,9,,-0.363,0.037
116,House,20738,24,4.0,OH,200,,,"JORDAN, Jim",J000289,1964,,0.718,-0.201,-93.79818,0.88884,796,39,,0.768,-0.193
116,House,20755,24,5.0,OH,200,,,"LATTA, Robert E.",L000566,1956,,0.513,0.272,-64.42565,0.92354,810,17,,0.511,0.337
116,House,20941,24,11.0,OH,100,,,"FUDGE, Marcia L.",F000455,1952,,-0.581,0.14,-40.29551,0.94728,744,14,,-0.552,0.306
116,House,21162,24,6.0,OH,200,,,"JOHNSON, Bill",J000292,1954,,0.422,0.275,-76.59725,0.90826,796,34,,0.426,0.424
116,House,21163,24,15.0,OH,200,,,"STIVERS, Steve",S001187,1965,,0.3,0.269,-127.19868,0.84645,763,56,,0.304,0.271
116,House,21165,24,7.0,OH,200,,,"GIBBS, Bob",G000563,1954,,0.484,0.284,-92.65039,0.88827,782,34,,0.506,0.465
116,House,21351,24,2.0,OH,200,,,"WENSTRUP, Brad",W000815,1958,,0.53,0.232,-91.49084,0.89038,788,35,,0.517,0.244
116,House,21352,24,3.0,OH,100,,,"BEATTY, Joyce",B001281,1950,,-0.436,0.044,-15.37478,0.98036,775,4,,-0.474,-0.095
116,House,21353,24,14.0,OH,200,,,"JOYCE, David",J000295,1957,,0.261,0.273,-110.10799,0.87097,797,39,,0.284,0.248
116,House,21564,24,8.0,OH,200,,,"DAVIDSON, Warren",D000626,1970,,0.664,-0.349,-172.00325,0.8061,798,82,,0.676,-0.42
116,House,21759,24,12.0,OH,200,,,"BALDERSON, Troy",B001306,1962,,0.424,0.348,-81.82446,0.90392,810,37,,0.418,0.477
116,House,21924,24,16.0,OH,200,,,"GONZALEZ, Anthony",G000588,1984,,0.24,0.315,-118.1166,0.8629,801,41,,0.285,0.245
116,House,29550,24,1.0,OH,200,,,"CHABOT, Steve",C000266,1953,,0.542,-0.137,-102.55393,0.88121,811,35,,0.493,0.232
116,House,20344,53,4.0,OK,200,,,"COLE, Tom",C001053,1949,,0.329,0.373,-120.7064,0.86139,809,45,,0.302,0.407
116,House,21355,53,2.0,OK,200,,,"MULLIN, Markwayne",M001190,1977,,0.542,0.226,-105.63572,0.85393,669,42,,0.553,0.078
116,House,21760,53,1.0,OK,200,,,"HERN, Kevin",H001082,1961,,0.69,-0.043,-100.34896,0.88266,804,43,,0.687,0.078
116,House,21933,53,5.0,OK,100,,,"HORN, Kendra",H001083,1976,,-0.169,0.519,-119.35155,0.86284,809,50,,-0.17,0.519
116,House,29393,53,3.0,OK,200,,,"LUCAS, Frank D.",L000491,1960,,0.366,0.42,-64.89332,0.91847,763,25,,0.338,0.609
116,House,15410,72,4.0,OR,100,,,"DeFAZIO, Peter Anthony",D000191,1947,,-0.427,-0.002,-60.42615,0.92509,776,19,,-0.316,-0.342
116,House,20944,72,5.0,OR,100,,,"SCHRADER, Kurt",S001180,1951,,-0.182,0.054,-120.11496,0.85944,793,52,,-0.139,0.103
116,House,21198,72,1.0,OR,100,,,"BONAMICI, Suzanne",B001278,1954,,-0.395,-0.411,-18.0992,0.9779,810,6,,-0.448,-0.437
116,House,29588,72,3.0,OR,100,,,"BLUMENAUER, Earl",B000574,1948,,-0.427,-0.658,-27.63111,0.96605,800,11,,-0.473,-0.831
116,House,29932,72,2.0,OR,200,,,"WALDEN, Greg",W000791,1957,,0.333,-0.011,-131.97424,0.8481,801,54,,0.281,0.191
116,House,20946,14,15.0,PA,200,,,"THOMPSON, Glenn",T000467,1959,,0.32,0.397,-91.11722,0.89106,790,34,,0.336,0.403
116,House,21167,14,16.0,PA,200,,,"KELLY, Mike",K000376,1948,,0.37,0.409,-131.31185,0.84597,785,62,,0.457,0.159
116,House,21170,14,12.0,PA,200,,,"MARINO, Thomas A.",M001179,1952,,0.352,0.477,-0.28897,0.98751,23,0,,0.0,0.0
116,House,21356,14,10.0,PA,200,,,"PERRY, Scott",P000605,1962,,0.671,-0.44,-167.05158,0.8094,790,94,,0.582,-0.304
116,House,21358,14,8.0,PA,100,,,"CARTWRIGHT, Matt",C001090,1961,,-0.359,-0.018,-25.09835,0.96837,781,7,,-0.305,-0.02
116,House,21548,14,2.0,PA,100,,,"BOYLE, Brendan Francis",B001296,1977,,-0.399,0.131,-35.87476,0.95631,803,15,,-0.392,-0.186
116,House,21566,14,3.0,PA,100,,,"EVANS, Dwight",E000296,1954,,-0.467,-0.101,-12.48355,0.98444,796,1,,-0.502,-0.076
116,House,21718,14,1.0,PA,200,,,"FITZPATRICK, Brian K.",F000466,1973,,0.157,-0.188,-174.10328,0.80486,802,73,,0.146,-0.124
116,House,21745,14,11.0,PA,200,,,"SMUCKER, Lloyd K.",S001199,1964,,0.434,0.229,-78.09439,0.90271,763,35,,0.441,0.197
116,House,21756,14,17.0,PA,100,,,"LAMB, Conor",L000588,1984,,-0.143,0.212,-119.40512,0.86231,806,61,,-0.14,0.297
